ID,Category,Frage,Antwort1,Antwort2,Antwort3,Antwort4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,RichtigeAnt1,CorrectAns2,CorrectAns3
739,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist die falsche Beschreibung des SPC-Beurteilungskriteriums? ,Es ist unregelmäßig bei einem Punkt außerhalb der Toleranz,"Es ist unregelmäßig, wenn es dauerhaft 3 Punkte nach oben oder unten schwankt","Es ist unregelmäßig, wenn es dauerhaft 6 Punkte über oder unter der Mittellinie liegt","Es ist unregelmäßig, wenn es dauerhaft 2 Punkte über oder unter der Mittellinie liegt",NIL,NIL,NIL,NIL,NIL,NIL,"Es ist unregelmäßig, wenn es dauerhaft 2 Punkte über oder unter der Mittellinie liegt",NIL,NIL
740,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist die falsche Beschreibung betreffend FIFO? ,Bedeutet first in and first out für unfertige Erzeugnisse / Produktverbrauch und -lieferung,Ist gut zur Sicherung der Komponentenqualität (Altersgrenze),Ist hilfreich bei der Lagerhaltung unfertiger Erzeugnisse,"Ist Kundenanforderung, aber nutzlos für Produktion/Qualität",NIL,NIL,NIL,NIL,NIL,NIL,"Ist Kundenanforderung, aber nutzlos für Produktion/Qualität",NIL,NIL
741,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Reifenkomponenten können durch Röntgenprüfung kontrolliert werden? ,Lauffläche,Innenseele,Abdrücker,Karkassenlage,NIL,NIL,NIL,NIL,NIL,NIL,Abdrücker,NIL,NIL
742,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Art Reifenfehler lässt sich mit der Shearografiemaschine feststellen?  ,Seitenwandfehler,Innenseelenumschlag,Seitenwandeinschnürung,Laufflächenbeule,NIL,NIL,NIL,NIL,NIL,NIL,Laufflächenbeule,NIL,NIL
743,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche der folgenden ist keine Fehlervermeidungsvorrichtung/-methode beim Reifenfertigungsprozess? ,Metalldetektor vor der Extruder-Mischungsbeschickung,Materialvalidierung durch MVTS vor der Komponentenzufuhr zur Reifenbaumaschine,Reparatur des Reifenaussehens auf optimaler Maschine,Online-Messung der Abdrücker-Schnittbreite und Alarm am Abdrücker-Schneidgerät,NIL,NIL,NIL,NIL,NIL,NIL,Reparatur des Reifenaussehens auf optimaler Maschine,NIL,NIL
744,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Sichere Produkteinführung wird durchgeführt für ,Ersatzreifenartikel,OE-Reifenartikel,Sowohl OE als auch Ersatzreifen,"Zufällsauswahl, egal ob OE oder Ersatz",NIL,NIL,NIL,NIL,NIL,NIL,OE-Reifenartikel,NIL,NIL
745,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Bau von zu schweren Lagenverbindungen führt zu ,Seitenwandeinschnürung,Seitenwandverbindungsfehlern,Laufflächenfehlern,Wulstfehlern,NIL,NIL,NIL,NIL,NIL,NIL,Seitenwandeinschnürung,NIL,NIL
746,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche der folgenden ist keine OE-Kundenanforderung? ,Q1,QSB+,Formel Q,ISO/TS16949,NIL,NIL,NIL,NIL,NIL,NIL,ISO/TS16949,NIL,NIL
747,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist kein Faktor bei der Berechnung von RPN in FMEA? ,Schweregrad,Wiederherstellung,Erfassung,Auftreten,NIL,NIL,NIL,NIL,NIL,NIL,Wiederherstellung,NIL,NIL
748,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist nicht das Tool zur strukturellen Problemlösung? ,Fischgrät-Diagramm,Schichtung,5 Why,Lean,NIL,NIL,NIL,NIL,NIL,NIL,Lean,NIL,NIL
749,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet TSL im Vulkanisationsprozess? ,Beschriftung der Reifenseitenwand,Tire Safe Launch,Altreifen Stufe,Tread Shoulder Light,NIL,NIL,NIL,NIL,NIL,NIL,Beschriftung der Reifenseitenwand,NIL,NIL
750,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was gehört nicht zu TSL? ,Markenname     VIKING,Reifengröße         215/45 ZR 17,UTQG:           ABNUTZUNGSINDIKATOR 360,Reifenaußenumfang 2.120 mm,NIL,NIL,NIL,NIL,NIL,NIL,Reifenaußenumfang 2.120 mm,NIL,NIL
751,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,In welchem Teil eines Reifens finden Sie den „LPN Beat Ring Top 52645“ wie bei einem MML? ,Wulst,Lauffläche ,Seitenwand,Innenseele,NIL,NIL,NIL,NIL,NIL,NIL,Wulst,NIL,NIL
752,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche der folgenden Komponenten wird nicht im Extruder produziert? ,Lauffläche,Einsatz,Seitenwand,Abdrücker,NIL,NIL,NIL,NIL,NIL,NIL,Abdrücker,NIL,NIL
753,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist nicht das Hauptkriterium zur Identifizierung der Meilensteine/wichtigsten Schritte während eines Projekts? ,Ist komplex,Wirkt sich auf andere Schritte aus ,Ist vereinbart,Ist neu und zeitlich begrenzt,NIL,NIL,NIL,NIL,NIL,NIL,Ist vereinbart,NIL,NIL
754,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was gehört nicht zum Reifensymmetrietest? ,Unwucht oberer Reifen Gewicht,Unwucht unterer Reifen Gewicht,Statische Unwucht Reifengewicht,Reifengewicht,NIL,NIL,NIL,NIL,NIL,NIL,Reifengewicht,NIL,NIL
755,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was gehört nicht zur neuen EU-Reifenkennzeichnung? ,Kilometerleistung,Geräuschklassifizierung,Nassgriff,Kraftstoffverbrauch,NIL,NIL,NIL,NIL,NIL,NIL,Kilometerleistung,NIL,NIL
756,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Allgemein ausgedrückt, welcher nachfolgende Indikator kann zur Beurteilung der Prozessfähigkeit verwendet werden?  ",Cpk,Durchschnitt,Standardabweichung,Median,NIL,NIL,NIL,NIL,NIL,NIL,Cpk,NIL,NIL
757,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welches nachstehende Diagramm ist kein SPC-Chart? ,Röntgen-R-Diagramm,Ablaufanweisung,P-Diagramm,Röntgen-S-Diagramm,NIL,NIL,NIL,NIL,NIL,NIL,Ablaufanweisung,NIL,NIL
758,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche nachstehende Erklärung für SPC ist falsch? ,Bedeutet Statistical Process Control,Ist eine Art Präsentation,"Ist ein Tool, das zu ISO/TS16949 gehört",Hat nichts mit der Fertigung zu tun,NIL,NIL,NIL,NIL,NIL,NIL,Hat nichts mit der Fertigung zu tun,NIL,NIL
759,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Art von Meeting wird regelmäßig zu Marktreklamationen zu Reifen abgehalten ,FAM/ FOCUS,POR,RICP-Meeting,Keine Meetings,NIL,NIL,NIL,NIL,NIL,NIL,FAM/ FOCUS,NIL,NIL
760,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist nicht der Grund für die Aufrechterhaltung der Verfolgbarkeit unserer Produkte? ,ISO/TS16949 und die Anforderugn des OE-Kunden,"Nützlich, wenn wir die Problemlösung bei einem Produktfehler durchführen",Notwendig für das Aussortieren und die Sperrlagerüberführung nichtkonformer Produkte,Einfach den Hightech-Fertigungsprozess vorführen,NIL,NIL,NIL,NIL,NIL,NIL,Einfach den Hightech-Fertigungsprozess vorführen,NIL,NIL
761,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Laufflächenkomponente wird am Extruder nicht kontrolliert? ,Kontur,Metergewicht,Mooney-Viskosität,Aufteilung zwischen Laufflächenkrone und Wing Compound,NIL,NIL,NIL,NIL,NIL,NIL,Mooney-Viskosität,NIL,NIL
762,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wofür steht MSA als Tool von ISO/TS16949 ,Messsystemanalyse,Managementsystembewertung,Statistischer Materialansatz,Statistischer Messansatz,NIL,NIL,NIL,NIL,NIL,NIL,Messsystemanalyse,NIL,NIL
763,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welcher ist keiner der drei Schlüsselprozesselemente der Vulkanisierung eines Reifens? ,Zeit,Temperatur,Druck,Schnelligkeit,NIL,NIL,NIL,NIL,NIL,NIL,Schnelligkeit,NIL,NIL
764,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche der folgenden ist die falsche Beschreibung der Farbkennzeichnung der Lauffläche?  ,Ist eine Art Visualisierungsmanagement,Wird manchmal vom OE-Kunden verlangt,Ist in den Spezifikationen vorgeschrieben,Ist absolut nicht sinnvoll,NIL,NIL,NIL,NIL,NIL,NIL,Ist absolut nicht sinnvoll,NIL,NIL
765,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Abdrückerkomponente wird am Abdrückerschneider nicht kontrolliert? ,Breite,Winkel,EPDM,Eselsohren an der Spleißung,NIL,NIL,NIL,NIL,NIL,NIL,EPDM,NIL,NIL
766,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wofür steht RICP? ,Rollierendes Investment und Kostenvorbereitung,Rollierendes Investment und Kapazitätsplanung,Rollierendes Investment und Kapazitätsplanung,Rollierendes Investment und Kostenvorbereitung,NIL,NIL,NIL,NIL,NIL,NIL,Rollierendes Investment und Kapazitätsplanung,NIL,NIL
767,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wofür steht MFS/RN? ,Leitmerkmalblatt / Freigabemitteilung,Leitmerkmalblatt / Neudesignmitteilung,Leitmerkmalblatt / Freigabemitteilung,Künftiges Leitmerkmalblatt / Freigabemitteilung,NIL,NIL,NIL,NIL,NIL,NIL,Leitmerkmalblatt / Freigabemitteilung,NIL,NIL
768,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welches der Folgenden ist nicht die Reifenleistung? ,Kilometerleistung,Hohe Geschwindigkeit,Bremsweg,Tread Wear Indicator (Verschleißanzeiger),NIL,NIL,NIL,NIL,NIL,NIL,Tread Wear Indicator (Verschleißanzeiger),NIL,NIL
769,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche der nachfolgenden Angaben bezieht sich nicht auf die Reifennorm? ,CCC,ETRTO,ISO14001,JATMA,NIL,NIL,NIL,NIL,NIL,NIL,ISO14001,NIL,NIL
770,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welches der nachfolgenden ist kein Prozessmerkmal? ,Extrusionsgeschwindigkeit,Reifenaussehen,Laufflächeneinzugstemperatur,Reifenvulkanisierungstemperatur,NIL,NIL,NIL,NIL,NIL,NIL,Reifenaussehen,NIL,NIL
771,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Allgemein gesagt wird es bei CpK über_____ als stabiler Prozess angesehen ,1,Jan 33,Jan 67,2,NIL,NIL,NIL,NIL,NIL,NIL,Jan 33,NIL,NIL
772,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist die richtige Klassifizierung für Qualitätsmanagementdokumentationen? ,Qualitätshandbuch – FMEA / Prozesslenkungsplan – Arbeitsanweisung – Checkliste / Aufzeichnung,FMEA / Prozesslenkungsplan – Qualitätshandbuch - Arbeitsanweisung – Checkliste / Aufzeichnung,Qualitätshandbuch – Arbeitsanweisung - FMEA / Prozesslenkungsplan – Checkliste / Aufzeichnung,Qualitätshandbuch –  FMEA / Prozesslenkungsplan – Checkliste / Aufzeichnung - Arbeitsanweisung,NIL,NIL,NIL,NIL,NIL,NIL,Qualitätshandbuch – FMEA / Prozesslenkungsplan – Arbeitsanweisung – Checkliste / Aufzeichnung,NIL,NIL
773,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet VOC in der Entwicklungsplanung?,Stimme des Kunden,Wert der Konformität,Stimme des Kunden,Flüchtige organische Verbindungen,NIL,NIL,NIL,NIL,NIL,NIL,Stimme des Kunden,NIL,NIL
774,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Qualitätsmethode wenden wir für präventive Maßnahmen bei unserer Entwicklung an?,Jidoka,MSA,FMEA,5S,NIL,NIL,NIL,NIL,NIL,NIL,FMEA,NIL,NIL
775,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet FMEA?,Final Measure Equipment Analyze,Far Middle East Africa,Failure Mode and Effects Analysis,Fast Maintenance Engineering Action,NIL,NIL,NIL,NIL,NIL,NIL,Failure Mode and Effects Analysis,NIL,NIL
776,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Mit welcher Methode ist der Prozesslenkungsplan verbunden?,SPC,Xq-Chart,FMEA,DOE,NIL,NIL,NIL,NIL,NIL,NIL,FMEA,NIL,NIL
777,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wie lautet der japanische Begriff für Fehlervermeidung?,KAPUTT,Kaizen,NOGOOD,POKA-YOKE,NIL,NIL,NIL,NIL,NIL,NIL,POKA-YOKE,NIL,NIL
778,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet CSR bei der Reifenentwicklung?,Kundenspezifische Anforderung,Cost Service Request (Kosten Serviceanfrage),Customer Sales Review (Kundenverkaufsgespräch),Computer Specific Release (Computer-Sonderfreigabe),NIL,NIL,NIL,NIL,NIL,NIL,Kundenspezifische Anforderung,NIL,NIL
779,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist APQP?,Advanced Production Quarterly Planning,Advanced Product Quality Planning,Advanced Production Quality Planning,Approved Product Quality Planning,NIL,NIL,NIL,NIL,NIL,NIL,Advanced Product Quality Planning,NIL,NIL
780,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist PPAP?,Production Process Approval Planning,Partly Proofed Analyzed Process,"Production, Product, Approval, Process",Produktionsteil-Abnahmeverfahren,NIL,NIL,NIL,NIL,NIL,NIL,Produktionsteil-Abnahmeverfahren,NIL,NIL
781,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet OEM?,"Original Equipment Manufacturer, Erstausrüstungshersteller",Over Effizient Measure (Übereffiziente Maßnahme),On Equipment measured (An Ausrüstung gemessen),Original Employee made (Original mitarbeitergefertigt),NIL,NIL,NIL,NIL,NIL,NIL,"Original Equipment Manufacturer, Erstausrüstungshersteller",NIL,NIL
782,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet PDCA?,Product Defects Caused by Autoclave,Plan Do Check Act,"Produced, Dried, Colored, Analyzed",Plan Do Confirm Approve,NIL,NIL,NIL,NIL,NIL,NIL,Plan Do Check Act,NIL,NIL
783,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet 8D?,8 Fehler,8 Schritte,8 Disziplinen,8 Fragen,NIL,NIL,NIL,NIL,NIL,NIL,8 Disziplinen,NIL,NIL
784,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet TS 16949?,Technische Spezifikation für die Automobilindustrie,Flugzeugspezifikation,Umweltnorm,Technische Lenkung von ISO,NIL,NIL,NIL,NIL,NIL,NIL,Technische Spezifikation für die Automobilindustrie,NIL,NIL
785,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Methode muss im Falle einer Kundenbeschwerde angewandt werden?,8D,2S,4Y,12G,NIL,NIL,NIL,NIL,NIL,NIL,8D,NIL,NIL
786,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Zu welchem Zweck wenden wir Ishikawa an?,Brainstorming,Kreativität,Root Cause Analysis (Ursachenanalyse),Zum Entspannen,NIL,NIL,NIL,NIL,NIL,NIL,Root Cause Analysis (Ursachenanalyse),NIL,NIL
787,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Mit welcher Methode analysieren wir Risiken in F&E?,FDPE,FMEA,DOE,QFD,NIL,NIL,NIL,NIL,NIL,NIL,FMEA,NIL,NIL
788,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Wie sorgen wir dafür, dass alle relevanten Anforderungen bei der Produktentwicklung berücksichtigt wurden?",ADQP,PROMT,APQP,PDCA,NIL,NIL,NIL,NIL,NIL,NIL,APQP,NIL,NIL
789,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist der Grund für die Entwicklungs-Gates im Entwicklungsprozess?,Risikoreduzierung,Erforderlich für externe Audits,Erforderlich zur Zertifizierung,Gesetzesanforderung,NIL,NIL,NIL,NIL,NIL,NIL,Risikoreduzierung,NIL,NIL
790,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wie kontrollieren wir einen Projektzeitplan?,über ein GANTT-Diagramm,Value Stream Map,Schwimmbahn-Diagramm,Verfahrensablauf,NIL,NIL,NIL,NIL,NIL,NIL,über ein GANTT-Diagramm,NIL,NIL
791,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Kriterien sind im EU-Reifen-Label erwähnt?,"Rollwiderstand, Nassgriff, Geräusch","Rollwiderstand, Verschleiß, Geräusch","Kraftstoffverbrauch, Nassgriff, Geräusch","Energieklasse, Nassgriff, Geschwindigkeitssymbol",NIL,NIL,NIL,NIL,NIL,NIL,"Rollwiderstand, Nassgriff, Geräusch",NIL,NIL
792,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche beiden Typen von FMEA gibt es?,Design-FMEA und System-FMEA,Produkt-FMEA und Prozess-FMEA,Design-FMEA und Prozess-FMEA,Design-FMEA und Produkt-FMEA,NIL,NIL,NIL,NIL,NIL,NIL,Design-FMEA und Prozess-FMEA,NIL,NIL
793,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wie wird die Risikoprioritätszahl (RPN) berechnet?,RPN = Schweregrad + Auftreten + Erfassung,RPN = Schweregrad + Auftreten x Erfassung,RPN = Schweregrad x Auftreten + Erfassung,RPN = Schweregrad x Auftreten x Erfassung,NIL,NIL,NIL,NIL,NIL,NIL,RPN = Schweregrad x Auftreten x Erfassung,NIL,NIL
794,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was sollte bei der Zusammensetzung des FMEA-Teams berücksichtigt werden?,Interkulturelles Team,Multidisziplinäres Team,Multinationales Team,Monodisziplinäres Team,NIL,NIL,NIL,NIL,NIL,NIL,Multidisziplinäres Team,NIL,NIL
795,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist die höchste RPN-Zahl?,1,10,100,1000,NIL,NIL,NIL,NIL,NIL,NIL,1000,NIL,NIL
796,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Bei welchen Produkttypen kann die generische FMEA angewandt werden?,Alle Produkte,Komponentenfamilien,Pkw-Reifen,Alle Reifen,NIL,NIL,NIL,NIL,NIL,NIL,Komponentenfamilien,NIL,NIL
797,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wie viele Schritte hat die Strukturierte Problemlösung?,2,3,4,6,NIL,NIL,NIL,NIL,NIL,NIL,4,NIL,NIL
798,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist die richtige Reihenfolge der Schritte der Strukturierten Problemlösung?,Problem beschreiben – Problemursache finden - Problem lösen - Lösung validieren und standardisieren,Problemursache finden - Lösung validieren und standardisieren - Problem beschreiben - Problem lösen,Problem beschreiben - Problem lösen - Problemursache finden - Lösung validieren und standardisieren,Problem beschreiben - Problemursache finden - Problem lösen - Lösung validieren und standardisieren,NIL,NIL,NIL,NIL,NIL,NIL,Problem beschreiben – Problemursache finden - Problem lösen - Lösung validieren und standardisieren,NIL,NIL
799,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was kann zur Problembeschreibung benutzt werden?,Fischgrät-Diagramm,5 Why,Zu beachten,Schlüsselfragen,NIL,NIL,NIL,NIL,NIL,NIL,Schlüsselfragen,NIL,NIL
800,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Was ist ein typisches Tool, um die Problemursache zu finden?",Fischgrät-Diagramm,5 Why,Zu beachten,Schlüsselfragen,NIL,NIL,NIL,NIL,NIL,NIL,Fischgrät-Diagramm,NIL,NIL
801,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Welches Tool sollte benutzt werden, um die Ursache eines Problems zu finden?",Fischgrät-Diagramm,5 Why,Zu beachten,Schlüsselfragen,NIL,NIL,NIL,NIL,NIL,NIL,5 Why,NIL,NIL
802,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Welche Art von Maßnahmen werden ergriffen, um die Ursache zu beseitigen?",Keinerlei Maßnahmen,Korrekturmaßnahmen,Eindämmungsmaßnahmen,Präventionsmaßnahmen,NIL,NIL,NIL,NIL,NIL,NIL,Korrekturmaßnahmen,NIL,NIL
803,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Maßnahmen müssen in der ersten Disziplin von 8D ergriffen werden?,Notfallmaßnahmen,Zwischenzeitliche Eindämmungsmaßnahmen,Dauerhafte Korrekturmaßnahmen,Präventionsmaßnahmen,NIL,NIL,NIL,NIL,NIL,NIL,Notfallmaßnahmen,NIL,NIL
804,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist der höchste Schweregrad (8D)?,1,3,5,7,NIL,NIL,NIL,NIL,NIL,NIL,1,NIL,NIL
805,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welcher Zeitplan gilt zur Erfüllung von D3 eines 8D?,24 Stunden,Kein Zeitplan definiert,2 Tage,3 Tage,NIL,NIL,NIL,NIL,NIL,NIL,3 Tage,NIL,NIL
806,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist ein Fischgrät im Sinne strukturierter Problemlösung?,Die Überreste eines Fischgerichts,Katzenfutter,Ein Tool zur Ursachenanalyse,Ein Organigramm des QM-Personals,NIL,NIL,NIL,NIL,NIL,NIL,Ein Tool zur Ursachenanalyse,NIL,NIL
807,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wofür steht MLC?,Middle Layer Concept,Materiallebenszyklus,Mid Life Crisis,Manufacturing Logistics Concept,NIL,NIL,NIL,NIL,NIL,NIL,Materiallebenszyklus,NIL,NIL
808,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,In welchem Material-Life-Cycle-Status dürfen Werkzeuge bestellt werden?,MLC 50,MLC 55,MLC 60,MLC 70,NIL,NIL,NIL,NIL,NIL,NIL,MLC 60,NIL,NIL
809,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wer gibt den Material-Life-Cycle-Status frei?,Technischer Release-Manager,Lieferantenqualitätsmanager Komponenteneinführung,Release-Manager Original Equipment Service,Alles,NIL,NIL,NIL,NIL,NIL,NIL,Alles,NIL,NIL
810,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Disziplinen sind vom Materiallebenszyklus (MLC) betroffen?,Technik,Produktion,Aftermarket,Alles,NIL,NIL,NIL,NIL,NIL,NIL,Alles,NIL,NIL
811,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Dürfen die Werke einen bestimmten MLC-Status pflegen?,"Ja, in den zentralen IT-Systemen","Ja, in den lokalen IT-Systemen","Ja, in den zentralen und lokalen IT-Systemen",Nicht möglich,NIL,NIL,NIL,NIL,NIL,NIL,"Ja, in den zentralen und lokalen IT-Systemen",NIL,NIL
812,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welcher Ablauf folgt normalerweise nach einem PLC-Gate?,Gate-Review – Technische Freigabe – Gate-Freigabe,Materialfreigabe – Gate-Review – Gate-Freigabe,Materialfreigabe – Technische Freigabe – Gate-Freigabe,Engineering Release – Gate Review – Gate Release (Technische Freigabe – Phasenbewertung – Phasenfreigabe),NIL,NIL,NIL,NIL,NIL,NIL,Engineering Release – Gate Review – Gate Release (Technische Freigabe – Phasenbewertung – Phasenfreigabe),NIL,NIL
813,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wie viele „Gates“ hat der Produktlebenszyklus (PLC)?,8,10,12,14,NIL,NIL,NIL,NIL,NIL,NIL,12,NIL,NIL
814,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welches PLC-Gate erlaubt eine unbegrenzte Serienfertigung?,G70,G80,G90,Alles,NIL,NIL,NIL,NIL,NIL,NIL,G80,NIL,NIL
815,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Bei welchem PLC-Gate muss die Projektbesetzung abgeschlossen sein?,G30,G40,G50,G55,NIL,NIL,NIL,NIL,NIL,NIL,G40,NIL,NIL
816,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wer darf ein PLC-Gate freigeben?,Projektmanager,Leiter Engineering,Gate Release Director (Verantwortlicher Phasenfreigabe),Alles,NIL,NIL,NIL,NIL,NIL,NIL,Gate Release Director (Verantwortlicher Phasenfreigabe),NIL,NIL
817,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist STAGES?,Unser Lieferantenentwicklungsprozess,Unser Tool für das Prozessmanagement,Standardaggregate im Geschäftsbereich ES,Ein Verfahren für Softwaretests,NIL,NIL,NIL,NIL,NIL,NIL,Unser Tool für das Prozessmanagement,NIL,NIL
818,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wer ist in einem Kundenprojekt für die Qualität verantwortlich?,QM-Beauftragter im Projekt,Ingenieure,Projektmanager,Jeder,NIL,NIL,NIL,NIL,NIL,NIL,Jeder,NIL,NIL
819,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wo werden modellbasierte Prozesse primär gespeichert?,VISIO,Sharepoint,STAGES,Qualitätsmanagementsystem,NIL,NIL,NIL,NIL,NIL,NIL,STAGES,NIL,NIL
820,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was sind wichtige Elemente eines Prozesses?,"Namen von Personen, Lastenhefte ","Rollen, Inputs, Outputs",Maßnahmenlisten,Milderungspläne,NIL,NIL,NIL,NIL,NIL,NIL,"Rollen, Inputs, Outputs",NIL,NIL
821,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wofür wird die Komponenten-Qualifikationsmatrix genutzt?,Zur Steuerung der Fertigung in den Werken,Als Schnittstelle zwischen Conti und den Zulieferern,Zur Dokumentation der Komponentenqualifikation in Anwendungen,Bei Problemen im Einkauf,NIL,NIL,NIL,NIL,NIL,NIL,Zur Dokumentation der Komponentenqualifikation in Anwendungen,NIL,NIL
822,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist eine Qualitätshürde?,Eine spezielle Voraussetzung einiger PLC Gates,Produktionsstillstand bei Problemen,Eine japanische Methode für Qualitätsprüfungen,Eine CBS-Methodik,NIL,NIL,NIL,NIL,NIL,NIL,Eine spezielle Voraussetzung einiger PLC Gates,NIL,NIL
823,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist bei Verletzung einer PLC-Qualitätshürde zu tun?,Der Projektmanager muss über das weitere Vorgehen entscheiden,Der Kernteam muss über das weitere Vorgehen entscheiden,Eskalation zum zuständigen Steuerkreis,Eskalation zum zuständigen Geschäftsbereichsleiter,NIL,NIL,NIL,NIL,NIL,NIL,Eskalation zum zuständigen Steuerkreis,NIL,NIL
